Filename,Seed,Area,PL,L,W,L/W,Circularity,Distance between IS and CG (DS)[mm]
T61,174,1453.793358,155.969735,58.438536,30.441334,1.91971,0.750986,5.378704
T73,10,1574.691429,162.323246,60.470719,32.612265,1.854232,0.751007,10.716183
T61,173,1380.421972,151.979037,53.593188,32.703044,1.638783,0.751025,7.731981
T24 ,76,1579.685017,162.577535,58.936292,32.490426,1.813959,0.751033,6.272122
T73,30,1452.762718,155.908412,58.156396,31.878909,1.824291,0.751044,7.860818
T33 ,138,1306.329505,147.839747,54.654123,30.531506,1.790089,0.75107,1.783942
T45 ,46,1457.837838,156.174055,57.840414,31.633031,1.828482,0.751106,5.602311
T43 ,15,1470.61293,156.854538,59.426309,30.81594,1.928428,0.751128,5.957537
T91,59,1484.491731,157.592094,58.93109,32.435925,1.816846,0.751136,3.591902
T80,94,1428.754386,154.604682,55.618474,33.647335,1.652983,0.751142,14.008404
T50,90,1698.422385,168.558977,63.686083,33.105405,1.923737,0.751193,8.011815
T12 ,46,1554.330453,161.250227,62.234727,32.152483,1.935612,0.751195,5.110952
T75,163,1715.861261,169.421639,65.581819,34.799993,1.884535,0.751198,2.983188
T59,83,1314.695181,148.29155,55.794639,30.184699,1.848441,0.751281,9.465499
T92,19,1377.656095,151.799369,58.116355,30.442667,1.909043,0.751295,4.128053
T91,85,1558.555309,161.457242,61.422588,33.548603,1.830854,0.751306,3.59224
T98,128,1561.078414,161.5864,61.476266,32.78046,1.875394,0.75132,9.502577
T71,157,1525.477066,159.731177,60.016949,32.709877,1.834826,0.751339,5.943558
T49,113,1407.550581,153.429996,55.661208,32.771607,1.698458,0.751369,8.012756
T42 ,152,1391.90047,152.574428,56.509714,32.56618,1.735227,0.751371,6.191101
T94,168,1734.642364,170.32657,65.626068,33.742222,1.944924,0.751372,7.19816
T44 ,22,1391.804851,152.568261,56.378777,31.935422,1.765399,0.75138,8.087955
T34 ,100,1482.188439,157.44241,58.529033,32.16495,1.819653,0.751398,3.874818
T68,188,1854.653951,176.116218,64.671698,35.112448,1.841845,0.751405,4.470026
T46,140,1556.913269,161.361227,60.469233,31.880038,1.896774,0.751408,2.741007
T37 ,109,1568.886434,161.977851,60.931823,32.003608,1.903905,0.751433,9.225135
T50,57,1312.042311,148.121932,56.189539,30.337284,1.852161,0.751483,4.52403
T35 ,23,1519.684822,159.4107,61.132835,31.510626,1.94007,0.751499,2.215822
T77,125,1219.727891,142.812683,49.269033,34.076744,1.445826,0.751518,5.361561
T90,74,1704.726432,168.833372,63.011585,32.381301,1.945925,0.751533,5.753554
T54,65,1599.328724,163.527215,62.504227,33.717649,1.853754,0.751567,2.841616
T77,24,1338.095238,149.575069,56.06928,31.043821,1.806133,0.751586,0.652889
T59,59,1352.565531,150.381605,52.494046,33.907581,1.548151,0.751586,7.032432
T69,29,1584.19591,162.748661,62.2984,33.465194,1.861588,0.751595,1.583727
T9 ,205,1630.181967,165.093531,61.283307,33.824088,1.811824,0.751598,1.771838
T12 ,138,1470.75556,156.812076,60.35187,32.575202,1.852694,0.751608,2.58983
T97,10,1291.715379,146.956419,53.816013,31.312046,1.7187,0.751622,13.403019
T40 ,137,1372.124646,151.456731,57.808907,31.767569,1.819746,0.751668,2.613684
T50,134,1375.779767,151.654958,57.306728,30.326106,1.889683,0.751702,5.167016
T59,105,1470.879434,156.80533,52.562372,35.40737,1.484504,0.751736,4.731992
T76,220,1573.566706,162.185009,61.501972,32.346983,1.90132,0.75175,1.59241
T10 ,151,1437.630852,155.018386,58.880742,31.043195,1.896736,0.75178,5.365572
T49,149,1823.580759,174.591014,66.000611,35.738483,1.846766,0.751781,1.384331
T91,26,1339.19831,149.615491,52.785758,32.991099,1.6,0.751799,7.336653
T72,94,1312.619732,148.123086,54.81159,31.732388,1.727307,0.751802,3.685037
T75,31,1754.222388,171.235713,65.307055,33.955338,1.923322,0.751806,9.388342
T65,193,1447.396794,155.540955,58.092198,30.525189,1.903091,0.75181,3.669692
T42 ,175,1375.142821,151.608605,56.381515,30.442549,1.852063,0.751813,6.748448
T80,98,1559.770498,161.4656,59.412784,33.467962,1.775214,0.751814,2.95695
T78,199,1526.212471,159.717355,57.226102,39.162715,1.461239,0.751832,3.915266
T49,120,1428.593696,154.523444,57.169795,31.431438,1.818873,0.751848,7.673522
T96,39,1814.087576,174.126871,66.41488,36.306375,1.82929,0.751859,8.865122
T65,47,1462.371517,156.331583,55.992035,32.740656,1.710168,0.751924,7.425609
T21 ,19,1653.977058,166.257587,61.791809,32.13877,1.922656,0.751928,3.341906
T35 ,75,1430.696752,154.627577,58.667557,30.71814,1.909867,0.751941,2.883116
T91,10,1228.940182,143.308402,56.848467,32.296638,1.760198,0.751964,0.732198
T49,19,1636.842597,165.386529,61.633367,33.727959,1.827367,0.751998,10.260484
T41 ,207,1473.504072,156.915073,56.37669,35.965547,1.567519,0.752024,7.213915
T73,107,1385.973007,152.182399,56.92347,32.5379,1.749451,0.752031,5.260427
T50,114,1573.094657,162.125679,60.825247,32.328215,1.881491,0.752075,13.304298
T55,38,1488.267896,157.692625,57.729046,31.457729,1.835131,0.752087,4.980373
T31 ,17,1629.249741,164.992511,61.72952,32.843779,1.879489,0.752089,2.018661
T92,120,1661.497832,166.615703,64.301355,33.475175,1.920867,0.752104,2.150976
T78,54,1373.441109,151.48523,53.210984,34.201549,1.555806,0.752106,2.722344
T42 ,194,1303.161102,147.556518,56.131024,31.808906,1.764632,0.752127,3.522323
T69,38,1433.981318,154.78079,56.779691,30.957129,1.834139,0.752176,8.996046
T92,59,1563.613016,161.623453,60.702005,32.857883,1.847411,0.752195,2.958996
T76,202,1591.567793,163.060859,60.387377,33.754845,1.788999,0.752204,6.030074
T81,185,1565.435611,161.715841,59.069311,32.998389,1.790067,0.752211,6.126572
T33 ,52,1450.275532,155.652951,56.712025,35.171868,1.612426,0.752221,0.381442
T55,147,1478.296903,157.147551,57.957393,33.479771,1.731117,0.75224,0.473323
T95,13,1427.888192,154.444518,58.208636,31.879683,1.825885,0.752245,6.354645
T90,145,1536.475726,160.202432,58.23855,33.20379,1.753973,0.752311,7.718247
T15 ,19,1524.385465,159.570498,60.364263,31.22751,1.933048,0.752315,7.673441
T66,131,1134.759435,137.674633,48.964108,31.454543,1.556663,0.752326,4.12935
T74,31,1469.354166,156.660852,58.545746,32.484121,1.802288,0.752342,1.516285
T45 ,78,1141.405405,138.072469,48.423805,32.282536,1.5,0.752377,8.806415
T36 ,68,1418.066478,153.894018,59.346949,30.739266,1.930656,0.752425,3.275799
T59,22,1617.039182,164.332665,61.159639,32.798109,1.864731,0.752459,0.972774
T15 ,82,1417.935791,153.881952,56.734726,30.674692,1.849561,0.752473,5.257837
T67,158,1435.039324,154.807146,58.171954,30.033393,1.936909,0.752474,4.080334
T10 ,246,1462.056619,156.253725,56.995397,31.320524,1.819746,0.752512,6.893769
T53,80,1789.443652,172.860003,66.56221,34.226734,1.944743,0.752556,6.192979
T51,25,1578.688256,162.359535,60.821015,32.513205,1.870656,0.752576,10.238487
T60,15,1517.041657,159.15753,58.132364,36.647456,1.586259,0.752581,11.113786
T17 ,136,1338.826516,149.51642,56.241146,30.005945,1.874333,0.752586,0.532601
T21 ,4,1806.630531,173.682141,63.909759,34.761618,1.838515,0.752608,0.824557
T8,132,1359.145247,150.644069,58.194668,30.39675,1.914503,0.752613,2.409521
T59,186,1458.132224,156.031027,59.755365,33.80889,1.767445,0.752636,6.142029
T66,24,1557.18813,161.24312,56.890942,33.950637,1.675696,0.752642,3.774914
T21 ,59,1799.571411,173.337549,66.120075,34.091549,1.939486,0.752651,2.650457
T14 ,26,1871.706556,176.77124,68.758073,37.47411,1.834815,0.752704,1.650736
T64,18,1536.708489,160.172095,58.221787,34.951026,1.665811,0.75271,2.381797
T13 ,13,1497.024203,158.088615,60.544634,31.084953,1.947715,0.752727,6.074239
T41 ,155,1566.593886,161.71995,60.303826,34.984106,1.723749,0.75273,5.474527
T11 ,78,1354.478133,150.36842,56.392405,30.099272,1.873547,0.752781,7.748319
T20 ,10,1802.241414,173.450652,66.61194,34.196184,1.947935,0.752785,6.269
T51,62,1658.415842,166.385688,64.860055,33.816224,1.918016,0.752786,8.123365
T62,34,1483.633918,157.372877,58.548028,31.796585,1.841331,0.752795,5.472445
T50,46,1620.106681,164.449176,60.154549,32.7864,1.834741,0.752818,14.90379
T49,180,1825.451258,174.558141,63.712595,36.033847,1.768132,0.752835,7.798976
T98,15,1669.922126,166.952986,63.71197,34.462196,1.84875,0.752866,11.525672
T75,21,2005.034898,182.936032,67.23654,36.736437,1.830241,0.752893,5.626406
T56,64,1735.421516,170.188849,63.883421,34.387282,1.857763,0.752927,5.532076
T50,86,1405.614321,153.162771,57.208043,31.607048,1.809977,0.752956,7.002017
T65,115,1399.357884,152.821206,55.007748,31.966781,1.720778,0.752959,9.900069
T66,156,1507.970806,158.639487,58.439731,33.297301,1.755089,0.752974,7.001783
T74,40,1676.016505,167.244907,63.322112,33.596179,1.884801,0.752978,10.718212
T81,68,1535.374953,160.072737,60.0785,33.498882,1.793448,0.752991,9.97563
T72,61,1378.113027,151.652869,57.161883,30.137774,1.896686,0.752997,0.908067
T75,26,1675.368959,167.210372,63.501552,33.469362,1.897304,0.752998,3.849168
T49,74,1737.5378,170.28297,65.252429,33.505391,1.94752,0.753012,7.178427
T42 ,169,1334.391266,149.226258,55.640351,30.934824,1.798632,0.753013,3.015905
T14 ,18,1874.087189,176.844341,67.240992,36.483398,1.843057,0.753039,9.564749
T98,3,1457.88892,155.973795,62.440699,34.282743,1.821345,0.753062,6.287835
T90,88,1667.480092,166.806073,64.006566,34.168408,1.873267,0.75309,3.895662
T19 ,17,1641.783439,165.512338,62.499936,33.06816,1.890034,0.753121,2.272446
T47,142,1547.450334,160.685937,61.070019,32.463507,1.88119,0.753132,5.009277
T49,94,1605.511737,163.671812,62.024134,32.771607,1.892618,0.75314,12.642612
T54,203,1671.629738,167.007992,63.622695,32.780284,1.940883,0.75314,3.119598
T42 ,92,1596.166053,163.1919,60.770308,32.394201,1.875963,0.753166,5.245372
T14 ,97,1511.172916,158.78553,58.876703,34.428051,1.710138,0.753186,6.255626
T75,173,1791.651127,172.894164,64.46954,34.677295,1.859128,0.753187,7.822599
T90,42,1756.486001,171.187402,63.245553,34.823691,1.816165,0.753201,3.737249
T75,112,1494.219191,157.88953,58.905155,33.959261,1.734583,0.753212,5.403322
T72,14,1371.527778,151.267849,55.383114,32.84484,1.686204,0.753219,9.889025
T55,40,1683.155496,167.572664,63.978802,33.837565,1.890763,0.75323,6.866699
T74,153,1633.594511,165.085375,62.879429,32.516218,1.933787,0.753246,12.206464
T56,17,1770.339158,171.855915,65.590313,34.745315,1.887746,0.753247,6.807891
T8,46,1451.075432,155.588513,59.27187,30.580187,1.938244,0.75326,1.639883
T66,39,1798.593105,173.220123,61.811851,38.596948,1.60147,0.753262,11.292899
T76,193,1245.584639,144.150711,52.466127,31.806976,1.649516,0.753268,4.467711
T9 ,115,1487.481188,157.525279,59.279202,31.473157,1.883484,0.753288,0.717267
T42 ,144,1542.592357,160.413096,59.399047,32.752762,1.813558,0.753323,7.117488
T78,96,1774.48037,172.047252,63.901266,38.50857,1.659404,0.753331,5.069055
T42 ,110,1472.007109,156.698134,57.101946,31.908527,1.789551,0.753342,2.901901
T50,123,1482.686918,157.264374,54.332667,34.024566,1.596866,0.753353,7.982217
T49,76,1481.279421,157.186502,59.124031,32.528126,1.817628,0.753384,7.54331
T51,128,1439.746185,154.963482,58.274141,31.465839,1.851981,0.75342,4.043078
T78,38,1311.547344,147.90218,50.423152,30.609664,1.647295,0.753433,5.321482
T59,98,1366.302814,150.955897,56.121961,31.622385,1.774754,0.753454,2.466203
T93,80,1643.290545,165.547813,63.019043,34.594158,1.821667,0.75349,9.433768
T56,162,1784.777676,172.523838,64.878888,34.090371,1.903144,0.753522,9.181772
T41 ,74,1688.599079,167.810844,62.749561,36.62,1.713532,0.753523,5.34785
T57,109,1685.973119,167.679889,61.775741,38.140097,1.619706,0.753527,9.162214
T64,128,1393.109194,152.421557,57.824797,30.22493,1.913149,0.753533,10.341762
T35 ,34,1647.656831,165.762081,62.760601,32.682294,1.920324,0.75354,1.525283
T10 ,166,1500.136542,158.166844,59.778292,31.02364,1.926863,0.753546,2.881305
T14 ,44,1574.25969,162.026462,60.000384,31.936953,1.878713,0.753554,3.025004
T35 ,110,1650.274127,165.889439,62.056482,33.283706,1.86447,0.753578,2.893583
T76,27,1515.374513,158.963749,59.207855,31.279365,1.892873,0.753587,2.616322
T41 ,102,1686.091113,167.679044,62.749561,32.830405,1.911325,0.753587,1.367681
T73,77,1300.14996,147.24266,55.038027,30.416041,1.809507,0.753592,2.134648
T68,51,1862.912249,176.250354,65.95245,36.732811,1.795464,0.753602,4.15801
T13 ,44,1645.681788,165.65447,63.568859,33.124151,1.919109,0.753615,0.500703
T53,23,1679.315264,167.335303,62.412278,34.189203,1.825497,0.753645,8.639567
T20 ,18,1645.242612,165.62848,62.39408,32.871282,1.898133,0.75365,10.716491
T15 ,103,1486.115828,157.414535,59.764084,30.772471,1.942128,0.753655,0.616911
T20 ,157,1540.909545,160.289603,60.335937,33.972833,1.776005,0.753661,6.443526
T15 ,169,1568.402079,161.708833,59.676601,32.99683,1.808556,0.753702,2.05271
T73,46,1440.535241,154.976051,55.445219,33.117694,1.674187,0.753711,2.785045
T68,151,1731.978262,169.931483,63.070086,37.093652,1.700293,0.753711,6.454191
T8,178,1346.328618,149.815832,54.497362,30.530615,1.785007,0.753782,1.511914
T37 ,201,1436.324776,154.740048,57.827847,30.697565,1.883793,0.753802,2.416298
T42 ,9,1546.908722,160.586003,61.010075,31.628798,1.928941,0.753805,1.858749
T14 ,56,1548.072727,160.644876,59.147886,32.221429,1.835669,0.75382,1.332016
T15 ,107,1689.480421,167.82079,62.381781,33.538634,1.859998,0.753827,4.299915
T56,87,1765.182544,171.537933,65.630733,33.672922,1.949066,0.75384,2.187898
T62,61,1313.969405,147.998269,53.556763,32.078558,1.66955,0.753845,14.197092
T36 ,106,1522.963245,159.331015,59.785706,31.427201,1.902355,0.753874,4.767402
T19 ,119,1608.407643,163.738268,60.338747,32.56351,1.852956,0.753886,6.047702
T90,109,1884.15104,177.20962,62.878956,38.972812,1.613406,0.753965,13.489087
T14 ,93,1587.882201,162.680705,61.53263,32.077445,1.918252,0.753973,9.641106
T52,70,1587.107515,162.639536,62.502049,32.164771,1.943183,0.753987,2.899435
T71,68,1634.358794,165.042559,61.438867,33.30101,1.844955,0.75399,7.530684
T75,134,1624.886781,164.562622,61.608607,33.373712,1.846022,0.753999,2.584026
T76,165,1429.671225,154.360374,58.845349,30.278872,1.943446,0.754005,9.123244
T14 ,41,1573.201631,161.923081,59.5268,33.398485,1.78232,0.754009,5.775423
T77,66,1371.768707,151.200885,57.674118,31.0219,1.859142,0.754019,4.813237
T10 ,135,1452.49871,155.585443,58.942548,30.341284,1.942652,0.754028,5.154284
T90,123,1455.432828,155.736707,58.145852,31.962121,1.819211,0.754085,7.2308
T42 ,97,1511.616097,158.713689,56.84123,36.673264,1.549937,0.754089,6.637693
T48,82,1279.476502,146.018582,52.76642,31.116446,1.695773,0.754095,4.836759
T6 ,153,1251.431695,144.406417,52.78825,30.037114,1.757434,0.754126,2.124516
T72,93,1449.233716,155.399752,57.720508,30.949223,1.865007,0.754132,1.247077
T21 ,188,1573.931678,161.946603,61.071569,33.566144,1.81944,0.75414,2.462096
T12 ,162,1403.976919,152.95307,57.501506,30.035333,1.914462,0.754143,4.406993
T98,51,1717.597471,169.175899,64.678829,34.308972,1.885187,0.754144,8.926249
T70,12,1616.199544,164.105794,61.419008,32.43297,1.893721,0.754149,6.773113
T41 ,238,1524.548566,159.383411,60.061144,32.816921,1.830188,0.754162,4.899647
T20 ,105,1700.154752,168.312625,61.728465,33.707301,1.831308,0.754162,5.516891
T97,54,1575.75194,162.03623,62.498804,32.977607,1.895189,0.754177,9.003645
T14 ,121,1758.229717,171.15925,59.226096,38.696488,1.530529,0.754197,3.156803
T32 ,73,1493.029182,157.722486,61.085261,31.780062,1.922125,0.754208,3.183644
T72,131,1370.809387,151.128741,57.008771,30.042275,1.897618,0.754211,9.324457
T12 ,89,1609.189175,163.741695,60.564713,34.245548,1.768543,0.754221,4.074064
T44 ,137,1594.079759,162.964479,61.630133,32.145005,1.917254,0.754282,10.354575
T92,38,1758.292346,171.150707,62.683356,35.93607,1.744302,0.754299,6.39416
T15 ,27,1409.576552,153.240603,58.670074,31.194031,1.880811,0.754312,9.358641
T45 ,32,1450.810811,155.461706,59.24206,30.622373,1.934601,0.754352,4.7433
T24 ,159,1512.064731,158.709244,57.255035,34.887894,1.641115,0.754355,4.68148
T51,46,1627.919698,164.674457,62.812046,33.816224,1.857453,0.75438,4.693323
T82,65,1624.326901,164.492039,61.184892,33.978082,1.800716,0.754386,4.571757
T48,119,1412.135634,153.370323,55.895713,31.196638,1.791722,0.754403,4.819004
T53,112,1614.265335,163.978616,61.916607,32.582607,1.900296,0.754415,4.431452
T77,31,1435.714286,154.643956,57.035614,31.392476,1.816856,0.754418,9.467649
T35 ,181,1669.14621,166.737247,62.672744,32.262321,1.942599,0.754465,5.891623
T31 ,204,1492.912297,157.688678,58.944658,30.681251,1.921195,0.754472,6.865545
T30 ,143,1270.301381,145.456585,55.363255,31.483483,1.758486,0.754484,2.969036
T45 ,118,1207.459459,141.811751,52.878239,31.46856,1.680351,0.754498,3.485842
T49,98,1689.684197,167.755389,64.112571,33.916913,1.890283,0.754506,5.149159
T42 ,112,1128.094452,137.07,46.891435,32.011804,1.464817,0.75452,12.323265
T35 ,63,1580.70915,162.252543,61.29486,31.711082,1.932916,0.754534,2.961971
T59,169,1560.233658,161.197582,62.635215,35.186477,1.780093,0.75454,3.961358
T62,51,1048.245719,132.128145,48.226888,30.196717,1.59709,0.75454,2.374454
T95,74,1428.021044,154.215832,59.847115,30.936425,1.934519,0.754547,5.820665
T67,9,1542.042988,160.252594,58.462091,33.919787,1.723539,0.754564,12.75
T43 ,92,1475.930591,156.779344,57.160147,32.027311,1.784731,0.754568,9.126543
T41 ,277,1733.299894,169.897029,63.978874,33.312181,1.920585,0.754592,9.555112
T94,18,1676.453396,167.087255,63.099605,35.055336,1.8,0.754596,4.448088
T72,155,1650.981801,165.809247,62.613881,33.938473,1.844923,0.754631,3.276669
T90,79,1595.684562,163.006168,61.757794,33.141842,1.863439,0.754656,6.860946
T31 ,209,1309.784488,147.680705,53.308213,30.894617,1.725485,0.754679,1.030541
T14 ,79,1692.365537,167.866626,62.612886,34.308756,1.824983,0.754702,3.858986
T75,33,1644.46694,165.469659,59.666789,35.851976,1.664254,0.754742,3.466378
T95,83,1665.293868,166.5137,62.987919,33.122317,1.901676,0.754746,7.995212
T44 ,30,1574.071536,161.886593,61.434142,31.802115,1.931763,0.754766,1.595245
T10 ,88,1547.167521,160.494364,61.664662,32.024659,1.925537,0.754793,2.334475
T42 ,18,1493.081122,157.663958,59.195658,31.920461,1.854474,0.754794,1.822019
T54,15,1151.516681,138.460003,52.966794,30.249889,1.750975,0.754799,10.405315
T56,212,1656.893656,166.087042,61.646387,32.795157,1.879741,0.754802,4.999597
T42 ,32,1477.592992,156.841375,59.264246,31.24516,1.89675,0.75482,1.702307
T16 ,172,1319.248163,148.197049,54.975713,30.936029,1.777077,0.754844,3.625396
T94,36,1507.997662,158.443157,61.099328,31.863009,1.917563,0.754855,2.500145
T45 ,86,1374.594595,151.271122,53.352474,31.261755,1.706637,0.75487,5.249591
T50,12,1569.591357,161.644468,59.489587,35.337755,1.683457,0.754875,3.00872
T71,96,1432.833191,154.440682,57.300254,31.112336,1.841721,0.754887,3.029597
T91,104,1707.712917,168.605276,63.996271,33.460181,1.91261,0.754888,1.52652
T66,181,1356.957649,150.295332,55.802295,30.693511,1.818049,0.754893,1.672733
T74,18,1634.521767,164.948507,61.213106,32.583875,1.878632,0.754925,2.871811
T72,134,1386.135057,151.89878,56.173053,30.949223,1.815007,0.75493,11.061291
T43 ,61,1596.137699,162.999385,62.023442,31.961704,1.940555,0.754933,3.031486
T13 ,156,1695.41066,167.991578,64.340221,34.378107,1.871546,0.754935,5.717461
T11 ,188,1504.261562,158.238252,59.444121,30.505041,1.948666,0.754936,6.752062
T64,58,1561.336013,161.211898,56.90207,35.576442,1.599431,0.754939,1.243637
T97,109,1533.1066,159.745688,61.485145,32.600801,1.886001,0.75496,6.065147
T76,106,1593.03958,162.838146,61.59762,33.583354,1.834171,0.75496,2.049687
T22 ,67,1499.464604,157.982929,58.800219,30.169066,1.949024,0.754963,9.154141
T44 ,160,1556.255996,160.944765,60.7116,34.130079,1.77883,0.754983,4.985067
T73,168,1627.638713,164.59416,63.318467,33.725155,1.877485,0.754986,12.68737
T54,207,1261.54545,144.904415,51.005634,31.91431,1.598206,0.755004,12.639428
T80,20,1644.937374,165.463564,60.888296,35.31139,1.724325,0.755013,7.429173
T72,153,1515.32567,158.810798,60.402545,32.271151,1.87172,0.755015,0.81676
T69,36,1710.931583,168.748544,63.819757,35.504088,1.797533,0.755027,2.044854
T84,60,1019.790748,130.274594,47.932155,34.084153,1.406289,0.755095,1.479348
T94,63,1508.529068,158.443157,60.890232,32.88078,1.851849,0.755121,11.114881
T33 ,261,931.400319,124.49701,46.444917,32.933517,1.410263,0.755142,4.772284
T32 ,19,1599.612868,163.152859,62.661352,32.553208,1.92489,0.755154,6.465082
T11 ,118,1664.105072,166.408631,62.913297,32.63818,1.927598,0.75516,5.897639
T74,9,1278.918819,145.883234,57.141077,30.317375,1.884763,0.755165,9.245791
T68,49,1858.649901,175.865747,64.979904,37.963222,1.711654,0.75517,4.850169
T70,140,1643.019981,165.349763,63.031035,34.058536,1.850668,0.755171,7.583105
T29 ,158,1283.911005,146.165747,54.058325,30.078926,1.797216,0.755185,0.881219
T31 ,150,1570.127924,161.637677,59.572833,32.338107,1.842187,0.755196,8.160724
T82,127,1378.790611,151.468926,56.202629,31.310408,1.795014,0.755198,5.283684
T68,66,1841.334115,175.040972,66.998393,35.463487,1.889222,0.755202,6.441958
T22 ,110,1388.697204,152.010909,56.73026,30.326402,1.870656,0.75521,7.657215
T90,112,1455.175957,155.604991,58.706408,31.50885,1.863172,0.755228,8.451346
T24 ,256,1726.773588,169.505291,64.224897,34.151214,1.880604,0.755229,1.245355
T72,130,1335.727969,149.081415,55.311725,30.626442,1.806012,0.755233,3.27682
T96,160,1447.151663,155.173494,58.683705,31.879683,1.840787,0.755247,3.418363
T60,169,1668.275538,166.605571,61.613255,36.980271,1.666112,0.755264,7.968895
T45 ,185,1353.189189,150.049398,56.562809,30.152764,1.875875,0.755266,5.125106
T67,34,1396.765385,152.44613,56.523804,30.33878,1.863088,0.755267,5.383998
T42 ,128,1415.259617,153.451252,56.948335,32.319655,1.762034,0.755275,8.744996
T45 ,53,1453.621622,155.516459,57.944988,32.030391,1.809063,0.755281,4.704358
T33 ,30,1415.254674,153.449018,57.276787,31.596708,1.812745,0.755294,1.527267
T53,151,1611.982882,163.76388,61.969575,33.224263,1.86519,0.755325,2.530609
T42 ,198,1560.492573,161.125702,60.266852,31.888628,1.889917,0.755339,10.663111
T70,192,1599.436771,163.122075,61.647838,33.76194,1.825957,0.755356,5.047016
T74,95,1359.821967,150.407601,58.408983,31.240001,1.869686,0.755357,8.290577
T35 ,131,1510.042152,158.497339,60.635076,31.602296,1.918692,0.755362,2.227215
T90,180,1310.043668,147.627511,56.990182,30.009845,1.89905,0.755372,1.467751
T76,102,1456.163391,155.638633,58.866509,31.810535,1.850535,0.755414,2.783545
T77,151,1502.947846,158.118462,59.525714,35.641195,1.670138,0.75542,2.563689
T73,179,1416.310993,153.492674,58.23172,34.385665,1.693488,0.755428,1.444577
T90,97,1742.358079,170.24579,65.505994,34.01772,1.925643,0.755431,4.486229
T13 ,40,1575.188467,161.871543,60.638493,33.191959,1.826903,0.755442,7.878865
T28 ,5,1038.845871,131.453158,50.786521,32.55497,1.560024,0.755473,3.458585
T42 ,199,1510.600482,158.511115,60.676228,31.728984,1.912328,0.75551,12.227513
T54,146,1799.954575,173.027577,63.860242,36.4198,1.753448,0.755511,9.127377
T33 ,127,1545.037853,160.307073,60.745909,31.416901,1.933542,0.755516,3.648283
T42 ,55,1327.91672,148.614939,56.572582,30.600606,1.848741,0.755537,1.535105
T47,100,1502.486537,158.081905,60.51051,32.431742,1.86578,0.755538,4.255786
T73,162,1436.497866,154.569858,54.142078,39.071588,1.385715,0.755554,2.35569
T44 ,49,1428.806359,154.154267,58.637866,32.145005,1.824167,0.755566,4.336187
T72,156,1680.19636,167.164528,63.355259,33.99135,1.863864,0.755582,5.092319
T90,127,1695.479065,167.9216,61.801452,32.943607,1.875977,0.755595,11.210263
T24 ,23,1612.772721,163.769991,60.101537,32.791434,1.832843,0.755639,10.408408
T78,94,1608.314088,163.541903,61.664742,32.287679,1.909854,0.755653,10.136882
T32 ,242,1463.626786,156.011861,59.36019,31.011343,1.914144,0.755657,4.504863
T35 ,153,1393.365843,152.220563,55.342457,31.606655,1.750975,0.755663,4.516715
T74,171,1637.883073,165.036985,61.667752,33.197057,1.857627,0.755667,11.231359
T82,10,1677.401901,167.015037,63.11261,33.646618,1.875749,0.755676,5.337609
T49,32,1737.693675,169.988771,65.792452,34.00412,1.934838,0.755688,6.171673
T14 ,110,1640.917414,165.185424,63.450098,33.350932,1.902499,0.755706,3.312247
T50,13,1504.836814,158.187213,57.208043,32.665537,1.751327,0.755712,4.72148
T78,115,1716.628176,168.950631,63.071864,34.346422,1.836345,0.75573,2.870796
T44 ,85,1444.840345,154.999888,57.930128,30.52687,1.897677,0.755731,3.773037
T91,185,1427.688186,154.075277,58.176562,30.563094,1.903491,0.755749,6.286627
T75,45,1912.062443,178.305999,67.297924,35.376995,1.902308,0.755753,4.028829
T78,9,1385.796767,151.795034,55.384443,31.89547,1.736436,0.755778,5.710846
T70,111,1382.325332,151.602956,58.401669,30.130911,1.938264,0.755796,6.92577
T14 ,217,1121.278136,136.539137,50.318341,30.291942,1.661113,0.755804,7.572434
T16 ,13,1528.688525,159.421493,60.640076,32.338655,1.875158,0.755849,7.226833
T46,149,1427.281179,154.041994,58.751341,30.876856,1.902763,0.75586,2.462555
T59,155,1557.882231,160.935437,58.885384,32.820741,1.794152,0.75586,3.546339
T55,173,1719.672641,169.084405,60.781965,39.383654,1.54333,0.755872,7.757516
T76,49,1440.200163,154.734768,58.210879,30.823613,1.888516,0.755887,4.576577
T78,180,1558.429561,160.960004,58.434148,34.946346,1.67211,0.755894,3.749146
T15 ,166,1616.467699,163.928627,61.733532,32.231919,1.915292,0.755905,10.177898
T71,31,1740.723025,170.110453,61.455255,37.724539,1.629053,0.755923,1.275203
T55,82,1737.024759,169.927591,65.356484,34.66553,1.885345,0.755941,2.250885
T11 ,169,1407.573005,152.964871,57.331074,30.937113,1.853149,0.755958,2.908407
T15 ,147,1438.311434,154.626037,57.393922,31.60997,1.815691,0.755958,1.894217
T69,12,1479.424388,156.820194,62.127964,33.529257,1.852948,0.75596,3.89053
T33 ,115,1475.768656,156.625602,59.015022,30.552584,1.931589,0.755967,5.250757
T66,35,1362.83972,150.512714,55.720489,32.074322,1.73723,0.755976,8.126032
T33 ,54,1580.573724,162.09062,59.973729,32.717789,1.833062,0.755977,1.181523
T20 ,131,1576.352835,161.874123,59.492328,33.773879,1.761489,0.755977,3.487392
T35 ,139,1773.562553,171.700483,66.154325,34.020522,1.944542,0.755985,3.590187
T45 ,158,1324.648649,148.387711,56.356011,30.152764,1.869016,0.755988,2.684569
T82,104,1634.503903,164.831639,62.737966,33.704,1.86144,0.755988,0.807799
T24 ,253,1746.279439,170.373578,64.778194,34.345281,1.886087,0.755995,6.003677
